age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
47,technician,married,professional.course,no,yes,no,47technicianmarriedprofessional.coursenoyesnothu69,telephone,may,2008,,thu,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39,admin.,married,high.school,no,yes,no,39admin.marriedhigh.schoolnoyesnotue0,telephone,may,2008,,tue,0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,technician,married,professional.course,no,no,no,56technicianmarriedprofessional.coursenononothu51,cellular,nov,2008,,thu,51,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
42,admin.,married,university.degree,no,yes,no,42admin.marrieduniversity.degreenoyesnomon375,cellular,nov,2008,,mon,375,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
44,admin.,married,high.school,no,yes,yes,44admin.marriedhigh.schoolnoyesyestue177,telephone,may,2008,,tue,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,services,married,high.school,no,yes,no,52servicesmarriedhigh.schoolnoyesnotue251,telephone,nov,2008,,tue,251,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
25,services,single,high.school,no,no,no,25servicessinglehigh.schoolnononofri553,cellular,aug,2009,,fri,553,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
36,admin.,single,university.degree,no,no,no,36admin.singleuniversity.degreenononowed154,cellular,nov,2008,,wed,154,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
41,blue-collar,single,basic.9y,no,no,no,41blue-collarsinglebasic.9ynononothu74,telephone,may,2008,,thu,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
37,technician,single,high.school,no,yes,no,37techniciansinglehigh.schoolnoyesnothu63,telephone,apr,2009,,thu,63,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no
38,management,married,university.degree,no,no,no,38managementmarrieduniversity.degreenononofri461,telephone,may,2008,,fri,461,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,married,basic.4y,no,no,no,34blue-collarmarriedbasic.4ynononothu223,cellular,nov,2008,,thu,223,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
31,management,single,high.school,no,no,no,31managementsinglehigh.schoolnononowed90,cellular,may,2009,,wed,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
39,technician,married,professional.course,unknown,yes,no,39technicianmarriedprofessional.courseunknownyesnowed145,cellular,aug,2008,,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,housemaid,divorced,basic.4y,no,yes,no,36housemaiddivorcedbasic.4ynoyesnotue163,cellular,nov,2008,,tue,163,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
38,blue-collar,married,basic.9y,unknown,unknown,unknown,38blue-collarmarriedbasic.9yunknownunknownunknowntue319,cellular,jul,2008,,tue,319,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,technician,divorced,professional.course,no,yes,yes,39techniciandivorcedprofessional.coursenoyesyestue80,cellular,aug,2008,,tue,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,admin.,married,high.school,no,yes,no,32admin.marriedhigh.schoolnoyesnomon689,cellular,may,2009,,mon,689,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
51,services,married,high.school,no,no,no,51servicesmarriedhigh.schoolnononotue236,telephone,jun,2008,,tue,236,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
52,admin.,married,high.school,no,yes,yes,52admin.marriedhigh.schoolnoyesyesfri81,cellular,may,2009,,fri,81,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
55,technician,married,professional.course,no,no,no,55technicianmarriedprofessional.coursenononofri182,cellular,nov,2008,,fri,182,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
35,admin.,single,university.degree,no,no,no,35admin.singleuniversity.degreenononomon90,cellular,aug,2008,,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,married,university.degree,no,yes,yes,41admin.marrieduniversity.degreenoyesyestue75,telephone,jun,2008,,tue,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,blue-collar,married,high.school,no,no,no,29blue-collarmarriedhigh.schoolnononothu718,telephone,jun,2008,,thu,718,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,blue-collar,married,professional.course,no,yes,no,38blue-collarmarriedprofessional.coursenoyesnotue321,telephone,may,2008,,tue,321,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,technician,married,high.school,no,no,no,51technicianmarriedhigh.schoolnononomon198,cellular,nov,2008,,mon,198,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,entrepreneur,single,basic.9y,no,yes,no,35entrepreneursinglebasic.9ynoyesnomon42,cellular,nov,2008,,mon,42,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,admin.,single,high.school,no,yes,no,34admin.singlehigh.schoolnoyesnowed195,cellular,may,2009,,wed,195,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
47,housemaid,married,unknown,no,yes,no,47housemaidmarriedunknownnoyesnowed87,cellular,nov,2008,,wed,87,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,technician,married,professional.course,no,yes,no,32technicianmarriedprofessional.coursenoyesnofri322,telephone,may,2008,,fri,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
39,admin.,married,basic.9y,unknown,no,no,39admin.marriedbasic.9yunknownnonowed131,cellular,jul,2008,,wed,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,self-employed,married,university.degree,no,no,no,56self-employedmarrieduniversity.degreenononofri129,telephone,jun,2008,,fri,129,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,blue-collar,married,professional.course,no,yes,no,31blue-collarmarriedprofessional.coursenoyesnowed458,cellular,jul,2008,,wed,458,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
46,technician,divorced,university.degree,no,yes,no,46techniciandivorceduniversity.degreenoyesnofri796,cellular,nov,2008,,fri,796,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes
44,unknown,married,high.school,unknown,no,no,44unknownmarriedhigh.schoolunknownnonotue153,cellular,jul,2008,,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.4y,unknown,no,no,36blue-collarmarriedbasic.4yunknownnonotue246,cellular,may,2009,,tue,246,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
31,technician,divorced,professional.course,no,yes,no,31techniciandivorcedprofessional.coursenoyesnowed662,cellular,jul,2008,,wed,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
37,blue-collar,married,high.school,no,yes,no,37blue-collarmarriedhigh.schoolnoyesnofri475,cellular,may,2009,,fri,475,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
32,management,single,university.degree,no,yes,no,32managementsingleuniversity.degreenoyesnomon75,cellular,mar,2009,,mon,75,2,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,no
48,admin.,divorced,high.school,no,no,no,48admin.divorcedhigh.schoolnononotue315,telephone,may,2008,,tue,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,entrepreneur,married,professional.course,unknown,no,no,51entrepreneurmarriedprofessional.courseunknownnonomon295,cellular,may,2009,,mon,295,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
30,unemployed,married,unknown,no,yes,no,30unemployedmarriedunknownnoyesnothu216,cellular,nov,2008,,thu,216,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,unknown,yes,yes,37technicianmarriedprofessional.courseunknownyesyestue144,cellular,jul,2008,,tue,144,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,blue-collar,single,high.school,no,yes,yes,38blue-collarsinglehigh.schoolnoyesyesthu21,telephone,jun,2010,,thu,21,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,no
36,technician,married,university.degree,no,yes,no,36technicianmarrieduniversity.degreenoyesnomon219,cellular,may,2009,,mon,219,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
55,blue-collar,divorced,basic.4y,no,no,no,55blue-collardivorcedbasic.4ynononofri278,cellular,may,2009,,fri,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
51,services,married,professional.course,unknown,no,no,51servicesmarriedprofessional.courseunknownnonothu113,cellular,may,2009,,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
42,admin.,married,university.degree,no,no,no,42admin.marrieduniversity.degreenononowed799,cellular,jul,2008,,wed,799,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,married,university.degree,no,no,no,29admin.marrieduniversity.degreenononomon142,cellular,nov,2008,,mon,142,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
59,self-employed,married,university.degree,no,yes,no,59self-employedmarrieduniversity.degreenoyesnotue61,cellular,may,2009,,tue,61,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,services,single,high.school,no,no,yes,31servicessinglehigh.schoolnonoyesthu9,cellular,jul,2008,,thu,9,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,admin.,married,professional.course,no,no,yes,31admin.marriedprofessional.coursenonoyesmon367,cellular,dec,2009,,mon,367,2,999,1,failure,-3,92.713,-33,0.709,5023.5,yes
34,admin.,married,high.school,no,yes,yes,34admin.marriedhigh.schoolnoyesyesfri20,telephone,may,2008,,fri,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,married,high.school,unknown,yes,no,37admin.marriedhigh.schoolunknownyesnomon204,cellular,jul,2008,,mon,204,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.4y,no,no,no,25blue-collarsinglebasic.4ynononowed107,telephone,jun,2008,,wed,107,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,self-employed,married,university.degree,no,unknown,unknown,34self-employedmarrieduniversity.degreenounknownunknownfri156,cellular,jul,2010,,fri,156,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
37,technician,married,high.school,no,yes,no,37technicianmarriedhigh.schoolnoyesnotue267,telephone,jun,2008,,tue,267,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26,blue-collar,married,basic.4y,no,no,no,26blue-collarmarriedbasic.4ynononotue232,cellular,may,2009,,tue,232,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
24,blue-collar,single,basic.9y,no,yes,no,24blue-collarsinglebasic.9ynoyesnotue112,telephone,may,2008,,tue,112,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,services,divorced,basic.9y,no,yes,no,37servicesdivorcedbasic.9ynoyesnowed122,cellular,jul,2008,,wed,122,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
28,admin.,single,professional.course,no,no,yes,28admin.singleprofessional.coursenonoyesthu253,telephone,jun,2008,,thu,253,1,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,31blue-collarmarriedbasic.9ynononowed715,cellular,jul,2008,,wed,715,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
32,technician,single,university.degree,no,no,no,32techniciansingleuniversity.degreenononotue77,cellular,nov,2008,,tue,77,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
52,retired,married,basic.4y,no,no,no,52retiredmarriedbasic.4ynononowed633,telephone,jun,2008,,wed,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
41,technician,married,professional.course,no,no,no,41technicianmarriedprofessional.coursenononotue348,telephone,may,2008,,tue,348,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,single,basic.6y,no,no,no,36blue-collarsinglebasic.6ynononotue238,cellular,nov,2010,,tue,238,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes
32,blue-collar,married,high.school,no,no,yes,32blue-collarmarriedhigh.schoolnonoyesmon140,telephone,jun,2008,,mon,140,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
24,services,single,professional.course,no,yes,no,24servicessingleprofessional.coursenoyesnowed139,cellular,jul,2008,,wed,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
48,services,divorced,basic.4y,no,no,no,48servicesdivorcedbasic.4ynononowed134,cellular,nov,2008,,wed,134,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
57,admin.,divorced,high.school,no,no,no,57admin.divorcedhigh.schoolnononotue473,cellular,sep,2010,,tue,473,1,3,5,success,-1.1,94.199,-37.5,0.877,4963.6,yes
36,technician,single,professional.course,no,no,no,36techniciansingleprofessional.coursenononowed275,cellular,aug,2008,,wed,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
46,services,married,high.school,unknown,yes,no,46servicesmarriedhigh.schoolunknownyesnofri6,cellular,may,2009,,fri,6,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
55,admin.,divorced,university.degree,no,yes,no,55admin.divorceduniversity.degreenoyesnothu230,telephone,may,2008,,thu,230,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
34,admin.,divorced,university.degree,no,no,no,34admin.divorceduniversity.degreenononowed207,cellular,may,2009,,wed,207,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
37,housemaid,married,high.school,unknown,no,no,37housemaidmarriedhigh.schoolunknownnonothu126,cellular,aug,2008,,thu,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
33,management,single,university.degree,no,yes,no,33managementsingleuniversity.degreenoyesnomon400,cellular,jul,2008,,mon,400,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,technician,single,university.degree,no,yes,no,29techniciansingleuniversity.degreenoyesnothu226,telephone,aug,2008,,thu,226,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin.,divorced,high.school,no,no,no,30admin.divorcedhigh.schoolnononowed131,cellular,nov,2008,,wed,131,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
33,technician,married,professional.course,no,no,yes,33technicianmarriedprofessional.coursenonoyestue46,telephone,jun,2008,,tue,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
31,blue-collar,married,basic.9y,no,no,no,31blue-collarmarriedbasic.9ynononotue301,telephone,may,2008,,tue,301,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
47,admin.,married,university.degree,no,no,no,47admin.marrieduniversity.degreenononotue1014,cellular,nov,2008,,tue,1014,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
24,student,single,high.school,no,no,no,24studentsinglehigh.schoolnononomon557,cellular,may,2009,,mon,557,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
30,management,married,university.degree,no,yes,yes,30managementmarrieduniversity.degreenoyesyeswed229,cellular,jul,2008,,wed,229,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,blue-collar,married,high.school,no,yes,no,48blue-collarmarriedhigh.schoolnoyesnothu700,telephone,jun,2008,,thu,700,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
29,self-employed,married,university.degree,no,no,no,29self-employedmarrieduniversity.degreenononothu116,telephone,may,2008,,thu,116,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
47,technician,married,basic.9y,no,no,no,47technicianmarriedbasic.9ynononofri72,telephone,jun,2008,,fri,72,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,technician,married,high.school,no,no,no,32technicianmarriedhigh.schoolnononowed195,cellular,may,2009,,wed,195,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,single,unknown,no,no,yes,32servicessingleunknownnonoyesthu415,cellular,jul,2010,,thu,415,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,yes
48,entrepreneur,married,basic.6y,no,no,no,48entrepreneurmarriedbasic.6ynononowed119,cellular,may,2009,,wed,119,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
34,technician,married,university.degree,no,no,yes,34technicianmarrieduniversity.degreenonoyesthu114,cellular,jul,2008,,thu,114,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
42,admin.,single,high.school,no,no,no,42admin.singlehigh.schoolnononowed127,cellular,aug,2008,,wed,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
33,technician,single,professional.course,no,yes,no,33techniciansingleprofessional.coursenoyesnomon122,cellular,aug,2008,,mon,122,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,unemployed,single,basic.4y,no,yes,no,28unemployedsinglebasic.4ynoyesnofri160,cellular,oct,2009,,fri,160,2,4,1,success,-3.4,92.431,-26.9,0.752,5017.5,no
58,retired,married,basic.4y,unknown,no,no,58retiredmarriedbasic.4yunknownnonotue1045,telephone,may,2008,,tue,1045,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,yes
43,management,married,high.school,no,yes,yes,43managementmarriedhigh.schoolnoyesyesmon70,cellular,nov,2008,,mon,70,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
28,technician,single,university.degree,no,yes,no,28techniciansingleuniversity.degreenoyesnotue326,cellular,may,2009,,tue,326,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes
37,admin.,single,university.degree,no,yes,no,37admin.singleuniversity.degreenoyesnothu261,cellular,apr,2009,,thu,261,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
43,blue-collar,married,basic.4y,unknown,yes,no,43blue-collarmarriedbasic.4yunknownyesnofri345,telephone,may,2008,,fri,345,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,admin.,single,university.degree,no,no,no,30admin.singleuniversity.degreenononothu199,cellular,may,2009,,thu,199,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
36,self-employed,single,university.degree,no,no,no,36self-employedsingleuniversity.degreenononomon84,cellular,jul,2008,,mon,84,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
50,management,married,university.degree,no,yes,no,50managementmarrieduniversity.degreenoyesnowed383,telephone,may,2008,,wed,383,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,self-employed,married,basic.9y,no,yes,no,37self-employedmarriedbasic.9ynoyesnofri78,cellular,aug,2008,,fri,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
30,admin.,single,high.school,no,yes,no,30admin.singlehigh.schoolnoyesnomon180,cellular,apr,2009,,mon,180,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
46,technician,single,university.degree,no,no,no,46techniciansingleuniversity.degreenononothu185,cellular,aug,2008,,thu,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
34,technician,single,high.school,no,no,no,34techniciansinglehigh.schoolnononowed63,cellular,may,2009,,wed,63,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
52,admin.,divorced,basic.6y,no,yes,no,52admin.divorcedbasic.6ynoyesnowed219,telephone,jun,2008,,wed,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
54,technician,married,university.degree,unknown,no,no,54technicianmarrieduniversity.degreeunknownnonofri217,cellular,may,2009,,fri,217,7,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
43,services,married,university.degree,no,yes,no,43servicesmarrieduniversity.degreenoyesnotue135,cellular,jul,2008,,tue,135,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
35,services,married,high.school,no,no,no,35servicesmarriedhigh.schoolnononomon130,cellular,may,2009,,mon,130,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,no
40,entrepreneur,married,basic.4y,unknown,yes,no,40entrepreneurmarriedbasic.4yunknownyesnowed448,cellular,jul,2008,,wed,448,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
32,blue-collar,married,basic.9y,no,yes,no,32blue-collarmarriedbasic.9ynoyesnofri123,telephone,jun,2008,,fri,123,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,technician,married,professional.course,no,yes,no,31technicianmarriedprofessional.coursenoyesnowed409,cellular,aug,2008,,wed,409,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,blue-collar,married,basic.4y,no,no,no,41blue-collarmarriedbasic.4ynononowed142,telephone,may,2008,,wed,142,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
29,blue-collar,married,high.school,no,yes,no,29blue-collarmarriedhigh.schoolnoyesnowed96,cellular,nov,2008,,wed,96,3,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
53,blue-collar,married,basic.9y,no,yes,no,53blue-collarmarriedbasic.9ynoyesnotue122,cellular,jul,2008,,tue,122,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
47,admin.,married,high.school,no,yes,no,47admin.marriedhigh.schoolnoyesnomon1152,cellular,aug,2008,,mon,1152,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes
51,services,married,high.school,unknown,yes,no,51servicesmarriedhigh.schoolunknownyesnomon81,telephone,jun,2008,,mon,81,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,technician,single,professional.course,no,yes,no,35techniciansingleprofessional.coursenoyesnotue137,cellular,aug,2008,,tue,137,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
